adiposity	adiposity.coefficient.of.variation	average.adiposity..liver.	average.fat.mass..liver.	average.lean.mass..liver.	average.total.mass..liver.	Body.Weight	Col.C22.6.	fat.mass	FFA.C14.0.	FFA.C16.0.	FFA.C16.1.	FFA.C18.0.	FFA.C18.1.	FFA.C18.2.	FFA.C18.3.	FFA.C20.1.	FFA.C20.2.	FFA.C20.3.a	FFA.C20.3.b	FFA.C20.4.	FFA.C20.5.	FFA.C22.4.	FFA.C22.5.	FFA.C22.6.	FFA.C24.4.	FFA.C24.5.	FFA.C24.6.	fibrosed.area	free.fatty.acids	free.fatty.acids..pre.bleed.	free.fluid	G.CSF	Glucose	Glucose..pre.bleed.	GM.CSF	Gonadal.Fat	GRAN	GRAN..	HCT	HDL	HDL..pre.bleed.	HGB	HOMA.IR	HOMA.IR..pre.bleed.	IFNr	IL.10	IL.12..p40.	IL.12..p70.	IL.13	IL.15	IL.1a	IL.1b	IL.2	IL.4	IL.6	IL.7	Insulin	Insulin..pre.bleed.	IP.10	KC	Kidney..left.	lean.mass	lesion.area	Liver...body.weight	Liver.collagen	Liver.Total	LiverHist	LiverLipids	LiverMetab	LiverNMR	LiverResidual	LiverRNA	LiverSpare	LYM	LYM..	M.CSF	MCH	MCHC	MCP.1	MCV	MIG	MIP.1a	MIP.1b	MIP.2	MONO	MONO..	MPV	phospholipids..liver.	PLT	RANTES	RBC	RBC.Time	RDW..	RDWa	Spleen	TNFa	total.cholesterol	total.cholesterol..liver.	total.cholesterol..pre.bleed.	total.liver.weighed	triglycerides	triglycerides..liver.	triglycerides..pre.bleed.	unesterified.cholesterol	unesterified.cholesterol..liver.	unesterified.cholesterol..pre.bleed.	VLDL.LDL	VLDL.LDL..pre.bleed.	WBC	WBC.Time
766	0.260010502621049	0.003768643	0.174133126	0.366666667	1.739	2.105666667	29.09	NA	8.4668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.369093025	57	34	0.279934	355	149	154	0	0.745	0.3	21.8	38.1	92	22	13.2	2.882506064	NA	0	0	0	0	29.76	26.6	42.55	0	0	0	10.25	0	327	NA	226	183	0.152	24.0965	3375	0.102440701	NA	2.98	0.17	0.19	0.2	2.12	0	0.1	0.2	1.2	74.1	25.1	14.2	34.7	0	41.1	60.37	39.4	0	0	0.1	4.1	5.6	14.2	413	0	9.28	15.8	18.6	27.8	0.188	12.68	770	46	113	NA	233	105	221	264	4.8	45	678	91	1.6	10.69
765	0.262716397927608	0.003144927	0.161039328	0.268666667	1.399666667	1.668333333	29.58	6.59042124038421	8.08841	NA	112.58941704864	22.5218387764422	26.8705966370543	684.344419768352	87.4541286346115	1.54983814321703	11.560919583661	3.7557027724448	13.5166211834666	45.17527372982	468.159914110693	2.21693955500948	20.0755831111291	1.6162876979073	50.1264170204671	1.02671076658682	0.694462993135501	NA	0.834634762	41	41	0.12688	372	188	136	0	1.049	2.4	26	39.7	39	10	13.3	4.493403538	NA	0	0	0	0	40.33	0	0	0	0	0	6.07	0	404	NA	329	1693	0.153	22.6992	74750	0.082014875	NA	2.426	0.19	0.136	0.18	1.67	0	0.08	0.17	6.4	68.3	0	13.5	33.6	258	40.1	77.48	49.68	138	0	0.7	5.7	5.6	12	164	27.97	9.9	15.802	18.7	26.9	0.139	11.45	717	34.9	106	NA	269	84	235	195	3.4	35	678	96	9.5	10.652
759	0.335451949181426	0.003196384	0.23808829	0.558	1.785666667	2.343666667	38.95	2.666877102755	14.2713	NA	169.553243304017	32.1709792987693	36.6424610782086	822.372191270529	89.7282029202533	1.41130442247388	15.2989641927077	4.1126033992616	15.9254003971407	53.1814507268152	483.239517054146	2.12259124507344	24.3680369047157	1.61282464061952	63.9952642748736	1.06195851799115	0.896897549838966	NA	1.599579165	37	23	0.177188	429	181	108	0	2.236	2.8	26.2	41.9	46	10	14.2	3.587233036	NA	0	0	0	0	0	348	0	14.7	0	0	30.82	7.67	335	NA	302	636	0.205	28.2722	2625	0.099075738	NA	3.859	0.33	0.159	0.25	2.27	0.51	0.12	0.22	7.3	67.6	0	14	34	114	41.1	106	28.41	178	0	0.7	6.2	6	11.6	262	39.59	10.19	15.8	19.4	28.5	0.23	7.6	924	44.4	95	NA	458	126	195	261	3.9	29	878	85	10.8	10.69
752	0.129356556377376	0.017112996	0.212159576	0.437333333	1.624	2.061333333	26.47	24.0574334843855	3.39937	NA	147.223620105263	32.1688390035686	42.5934679692206	858.821050727572	NA	1.57107351940679	21.5784512399412	6.56055874091943	16.6005982147777	78.5391357249032	441.921679549566	2.78518401334911	34.6116002368897	2.16504254548516	51.8941359626362	1.48455905906001	1.01345510691951	0.66230817962961	1.473949181	48	37	0.437735	332	276	127	0	0.285	2.7	26.4	37.7	59	6	13.1	12.16470449	NA	0	0	0	0	19.79	0	37.58	0	0	0	10.25	0	745	NA	255	1051	0.147	22.8797	245000	0.114355875	NA	3.027	0.25	0.157	0.2	2.1	0	0.08	0.24	6.9	65.6	0	13.6	34.7	159	39.2	70.5	59.36	146	0	0.9	8	5.8	13.2	276	17.59	9.6	15.86	20	27.2	0.18	8.91	1217	52.8	88	NA	354	68	158	461	5	27	1158	82	10.5	10.7
750	0.149782941403114	0.00136002	0.186861407	0.439	1.910333333	2.349333333	26.44	24.2475228680587	4.19072	NA	156.268883096233	25.9333854804828	48.9564064412085	881.809858424087	106.797678898775	1.71231184000063	21.2023468103546	7.46472950240993	22.6694438580908	76.1961303359237	459.563958497501	2.54506406900135	NA	2.77141618493778	68.7928791859903	1.39793390120003	0.943133816401817	0.775465582374827	2.011129851	56	36	0.513325	290	192	163	0	0.307	3.1	24.3	35.6	57	7	12.7	1.692480625	NA	0	0	0	0	19.79	0	0	0	0	0	6.3	0	149	NA	273	1259	0.152	23.7879	326000	0.124848714	NA	3.301	0.27	0.171	0.22	2.35	0	0.09	0.2	8.9	69.4	0	14.1	35.7	235	39.5	94.44	28.41	115	0	0.8	6.3	5.4	13.1	458	0	9	15.94	20.5	27.5	0.201	11.45	1153	53.2	90	NA	290	65	117	430	4.9	26	1096	83	12.8	10.73
745	0.155119501892546	0.005593818	0.260203737	0.544	1.546666667	2.090666667	27.06	8.30251747769242	4.0285	NA	214.906816596956	40.8307172766478	47.6155874041582	1065.5638535255	98.1731260531403	1.5613090677143	31.4115818752122	9.23925744921789	19.5396370288429	76.846543577924	333.724093420627	2.01258182503243	26.1367398202664	NA	96.2725734790505	0.957771201720648	2.04098360696155	1.24021114423794	7.111732225	36	44	0.379161	294	182	175	0	0.404	1.2	30.1	33	94	32	12.3	4.296160445	NA	0	0	0	0	0	0	0	0	71.08	0	18.75	0	399	NA	191	538	0.15	21.9418	8000	0.106504065	NA	2.882	0.21	0.192	0.19	2.01	0	0.08	0.2	2.5	62.3	0	14.4	37.4	0	38.5	56.7	44.62	0	0	0.3	7.6	5.9	12.3	203	0	8.58	15.86	19.6	26.2	0.199	4.9	703	41.6	126	NA	317	109	296	288	3.9	54	609	94	4	10.73
744	0.174552810580993	0.004199937	0.260281802	0.466333333	1.325333333	1.791666667	25.4	6.81813370543667	4.50337	NA	178.236682962097	34.2066979077674	NA	922.615414884684	111.92228247511	1.50422298268328	26.4577134438832	7.31809095256343	20.6977958971667	62.7102681879381	422.722151833451	2.31418920412812	33.2788926041491	43.8574347881728	116.748005852308	1.2074956552828	1.99758540503574	1.15993409802004	1.650883102	50	43	0.3258	724	182	193	0	0.386	1.7	26.4	28.3	44	19	10.5	3.014849435	NA	0	0	0	0	0	0	0	0	0	0	17.13	0	280	NA	286	814	0.156	21.2961	124500	0.101574803	NA	2.58	0.23	0.15	0.2	1.75	0	0.08	0.17	4.5	67.4	0	13.4	37.1	133	36.1	61.32	28.41	0	0	0.5	6.2	5.9	13.4	244	0	7.84	15.83	21.7	26.5	0.198	10.19	899	49.2	116	NA	483	113	277	333	4.5	33	855	97	6.7	10.73
738	0.446511309286568	0.009930558	0.289444918	0.720333333	1.768333333	2.488666667	43.55	NA	21.5097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.648138486	82	48	-0.123073	325	302	211	0	2.465	2.3	26.6	32.8	0	12	11.7	45.81009288	NA	0	0	0	0	0	0	0	0	0	0	0	0	2564	NA	257	0	0.143	26.6631	88250	0.081997704	NA	3.571	0.3	0.151	0.23	2.5	0	0.14	0.25	5.6	64.1	0	14	35.8	0	39	118	0	87.46	0	0.8	9.3	5.8	NA	304	0	8.41	15.86	19.4	26.2	0.137	8.91	1361	NA	163	NA	1387	NA	360	465	NA	47	1361	151	8.7	10.7
736	0.224487376590661	0.014064256	0.192015841	0.348666667	1.467	1.815666667	27.11	NA	6.0597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.142444157	49	29	0.14145	201	233	158	0	0.595	2.9	25.8	32.4	104	15	11.7	6.795775898	NA	0	0	0	0	40.33	0	0	0	0	0	9.24	0	493	NA	251	701	0.128	20.9338	24500	0.116525267	NA	3.159	0.29	0.189	0.23	2.09	0	0.14	0.22	7.7	67.1	19.87	13.8	36.1	150	38.3	49.7	22.61	138	0	0.9	7.1	5.8	12.2	232	25.48	8.44	15.91	19.2	25.4	0.112	6.93	1302	54.1	62	NA	393	56	138	526	4.8	27	1198	47	11.5	10.72
735	0.178936857407424	0.013452622	0.179778043	0.347333333	1.584666667	1.932	24.66	26.403107192979	4.34016	NA	154.398948068945	28.3596653114043	44.6214044261681	889.305592363105	93.3869128728351	1.06098495571094	32.1287637746418	6.90073866289377	16.0932915591386	58.7603534531409	430.212776479491	2.510082255575	34.622945710717	1.99115364644662	64.5090416940979	1.23950217918546	0.956910137167088	NA	1.021898043	57	26	0.192895	332	179	142	0	0.431	2.9	24.8	34.5	72	4	12.3	3.25107969	NA	0	0	0	0	0	0	0	0	0	0	14.98	0	307	NA	321	1258	0.14	19.9151	97750	0.120356853	NA	2.968	0.28	0.138	0.13	2.05	0	0.1	0.27	8.1	69.2	0	13.8	35.7	372	38.5	83.2	34	168	0	0.8	6	5.9	13.3	321	0	8.96	15.93	20	26.2	0.129	20.67	1116	43.4	42	NA	251	53	109	390	4.7	16	1044	38	11.8	10.68
732	0.340917711558689	0.010997336	0.189403073	0.429	1.836	2.265	34.85	2.35708755077703	12.6729	NA	191.646404533382	45.6400230214645	41.1574600462629	867.357382837948	99.5163871470396	1.21218525300878	17.8055312106713	4.81614793028947	18.836720839518	37.3239328875507	434.878394215144	2.58664244492148	24.048840039526	2.49579789792826	112.842103292244	0.923008336244101	0.713580449282629	NA	3.052869684	149	50	-0.306964	493	395	158	0	1.431	2.8	21.6	38.9	36	15	13.1	37.64686742	NA	0	0	0	0	0	0	0	0	0	0	9.74	0	1611	NA	211	767	0.141	24.5	78750	0.094634146	NA	3.298	0.25	0.178	0.23	2.27	0	0.11	0.26	9.4	71.5	0	13.1	33.9	142	38.6	106	34	146	0	1	6.9	5.8	15.2	406	0	10.06	15.8	20.4	26.9	0.167	7.6	644	45.2	132	NA	204	127	314	336	4.5	40	608	117	13.2	10.7
726	0.223538643720138	0.020310617	0.179698951	0.174666667	0.797333333	0.972	25.9	2.62240476066478	5.97648	NA	120.948401404365	33.3065813474162	NA	802.743324384902	80.1710568531482	1.56430930299541	11.7844087293299	3.56419712717098	11.4218367776131	40.994419201466	343.096423939305	1.86864005884822	12.469358004632	1.2624394427425	63.4837237903083	0.580771361573546	NA	NA	0.651596704	67	55	0.0881271	186	246	164	0	0.583	2.4	24.2	35.1	44	9	12.6	9.372537419	NA	0	0	0	0	0	0	0	0	0	0	4.93	0	644	NA	300	628	0.127	20.7593	64000	0.062857143	NA	1.628	0.12	0.168	0.15	0.96	0	0.08	0.15	6.9	69.5	0	13.8	36.1	133	38.2	149	49.68	0	0	0.7	6.3	6	11.4	197	36.24	9.19	15.81	19	25.2	0.134	7.6	600	41.4	136	NA	192	127	272	208	3.5	45	556	127	10	10.7
725	0.266156922665573	0.014182559	0.261256485	0.336666667	0.952	1.288666667	28.52	NA	7.60512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29253315	97	45	0.0863178	910	449	165	0	0.729	2.4	21.4	38	35	8	14	36.33863811	NA	0	0	0	0	40.33	0	0	0	0	0	9.74	0	1368	NA	278	1376	0.131	20.9687	182750	0.069530154	NA	1.983	0.13	0.173	0.14	1.25	0	0.08	0.21	8.4	73.1	0	13.7	36.8	316	37.3	130	68.52	189	0	0.6	5.5	5.9	11.8	282	0	10.19	15.8	19.4	25.2	0.115	10.19	756	35.9	146	NA	352	184	343	332	3.5	54	721	138	11.4	10.7
720	0.16285051206166	0.0042869	0.211318833	0.407	1.519	1.926	24.24	NA	3.8243	0.728675544336123	167.262611000333	28.3579773034306	32.0801714329245	740.866905361038	106.651951684587	1.60916488583304	11.9351134111787	NA	15.1818736578595	45.7531634411858	481.295246952911	2.23605685990758	30.5620498789466	1.68948097774962	48.2237717199648	0.998620434891973	1.06258900367509	NA	2.61801029	54	36	0.423772	294	258	132	0	0.322	1.8	38	36.2	37	11	12.6	17.2172987	NA	0	0	0	0	15.34	0	0	4.99	0	0	11.33	81.64	1128	NA	396	490	0.118	19.6592	172000	0.119719472	NA	2.902	0.24	0.192	0.2	1.92	0	0.13	0.22	2.5	53.6	0	13.5	34.7	74.28	38.9	327	38.27	0	0	0.5	8.4	5.6	12.7	367	0	9.31	15.95	20.3	27	0.098	15.48	676	45.2	127	NA	152	141	200	328	4.1	41	639	116	4.8	10.71
717	0.193919367084919	0.00666607	0.235209561	0.377666667	1.228	1.605666667	24.3	2.02532227302556	4.52576	NA	NA	22.0009256935172	24.0321250592662	619.706644888875	78.5704781335385	1.39177638761807	10.21849904382	3.45096980602539	9.91922077207719	33.1503655560769	363.110619233146	1.92412092408092	25.0129098929818	1.46858231576445	36.4900991903041	0.910415096562722	0.901145415579538	NA	2.933720012	47	36	0.359097	192	228	124	0	0.339	2	25.2	42.1	47	11	14.1	2.83263326	NA	0	0	0	0	0	0	0	0	0	0	0	0	210	NA	217	832	0.117	18.8126	53500	0.098106996	NA	2.384	0.2	0.144	0.17	1.62	0	0.1	0.15	5.5	68.8	10.1	13.4	33.5	74.28	40.1	78.64	26.14	23.69	0	0.5	6	5.4	15.1	460	0	10.51	16.07	20.5	28.3	0.127	5.37	608	43.2	68	NA	157	132	94	157	4.6	19	561	57	8	10.669
707	0.456743870769766	0.012366236	0.224157707	0.438	1.516	1.954	39.42	NA	19.945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.324578126	32	39	0.0212334	546	177	199	165	2.331	0.7	15.3	37.9	185	53	12.5	41.62426788	NA	0	0	20.39	53.49	105	0	0	0	0	0	0	29.95	3975	NA	178	152	0.128	23.7228	0	0.073592085	NA	2.901	0.26	0.171	0.21	1.92	0	0.11	0.23	3.8	78.2	0	14.3	33.1	74.28	43.4	64.44	43.93	362	0	0.3	6.5	6.4	17.3	332	0	8.72	15.84	17.9	28.6	0.112	0	239	32.7	73	NA	13	140	51	58	5.1	13	54	20	4.8	10.69
705	0.460994497560239	0.013225951	0.229787137	0.413	1.384333333	1.797333333	38.58	NA	19.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468165178	29	42	-0.224328	425	168	237	38.28	2.45	1.4	19.9	35.7	159	53	11.8	39.49784062	NA	0	0	0	39.68	37.99	0	0	4.99	0	0	0	26.4	3974	NA	262	52.73	0.118	22.8437	406	0.070580612	NA	2.723	0.24	0.183	0.17	1.8	0	0.11	0.22	5.3	74.1	0	14	32.9	74.28	42.4	111	54.63	98.31	0	0.5	6	6.4	12.82	281	0	8.43	15.87	17.8	27.6	0.117	0	218	33.6	82	NA	10	178	83	51	3.8	16	59	29	7.2	10.68
702	0.371392323179645	0.013419812	0.197754319	0.217	0.880333333	1.097333333	36.83	NA	14.8125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	55	0.2025	321	160	168	0	1.886	1.7	28.4	41.2	133	62	14.1	8.462403124	NA	0	0	0	0	86.39	0	0	0	0	0	0	0	894	NA	88.04	0	0.159	25.0712	0	0.055199566	NA	2.033	0.18	0.173	0.18	1.11	0	0.11	0.28	4	65.2	0	15	34.2	0	43.9	45.3	0	0	0	0.5	6.4	6.4	NA	209	0	9.37	15.85	16.2	27.4	0.098	0	204	NA	79	NA	7	NA	70	39	NA	18	71	17	6.2	10.71
701	0.14960136529381	0.012654445	0.159667139	0.295333333	1.554333333	1.849666667	28.71	NA	4.29269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	30	0.372342	595	232	123	0	0.428	1.6	26.4	37.1	55	8	12.8	13.46459208	NA	0	0	6.65	0	0	310	0	0	0	0	10.56	0	981	NA	188	212	0.163	24.4015	70250	0.094740509	NA	2.72	0.18	0.17	0.17	1.86	0	0.13	0.21	4.2	69.3	0	14.2	34.6	41.02	41.1	73.72	26.14	31.32	0	0.3	4.3	5.7	NA	391	0	9.01	15.84	19.6	29	0.214	0	1148	NA	66	NA	367	NA	68	418	NA	24	1093	58	6.1	10.66
700	0.164106233267065	0.032434344	0.181133746	0.275	1.243333333	1.518333333	26.24	NA	4.30973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	43	0.099457	334	159	154	0	0.396	3	28.1	38.2	61	7	13.3	3.141809146	NA	0	0	0	0	37.99	0	0	0	0	0	9.41	0	334	NA	207	406	0.166	21.9521	27750	0.092416159	NA	2.425	0.19	0.195	0.14	1.61	0	0.08	0.21	7.3	66.4	53.68	14.3	34.7	63.84	41.2	92.17	0	0	0	0.6	5.5	6	NA	206	10.61	9.28	15.79	19.9	29	0.175	7.29	673	NA	74	NA	166	NA	139	223	NA	25	612	67	10.9	10.71
694	0.205321902370431	0.041165746	0.144296381	0.113	0.67	0.783	23.14	NA	4.97473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.769438994	58	49	0.258921	243	179	171	50.62	0.381	2.8	29.7	39.7	92	17	14	7.391705614	NA	0	0	0	32.68	26.4	0	0	9.22	0	0	0	0	698	NA	196	524	0.109	19.2542	126500	0.057649092	NA	1.334	0.13	0.114	0.12	0.75	0	0.07	0.15	5.9	62.8	0	14.4	35.3	14.03	40.9	55.68	32.35	0	0	0.8	7.5	6	NA	249	10.61	9.7	15.83	17.4	26.1	0.062	6.33	1179	NA	134	NA	191	NA	271	336	NA	46	1087	117	9.5	10.7
692	0.243603691476591	0.012052435	0.16470917	0.266666667	1.352333333	1.619	25.92	NA	6.75324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	60	0.134589	308	316	170	0	0.734	2.4	38.1	32.3	86	32	12.1	4.225048808	NA	0	0	0	0	15.34	123	117	0	9.66	0	5.41	0	226	NA	233	81.64	0.122	20.969	139500	0.101890432	NA	2.641	0.28	0.161	0.16	1.73	0	0.09	0.22	3.3	51.3	6.65	13.9	37.4	84.21	37.3	44.93	99.39	198	67.15	0.7	10.6	6.1	NA	201	20.64	8.66	15.82	20	26	0.139	8.23	2197	NA	122	NA	327	NA	223	789	NA	33	2111	90	6.4	10.67
685	0.21643112488036	0.034003773	0.138196445	0.217333333	1.355333333	1.572666667	24.9	NA	5.38409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.724149291	54	40	0.33483	202	257	160	0	0.532	3.6	25.6	34.8	55	5	12.6	5.929716618	NA	0	0	0	0	15.34	0	28.67	0	0	0	7.55	0	390	NA	249	998	0.107	19.4926	142750	0.100401606	NA	2.5	0.2	0.18	0.15	1.58	0	0.11	0.28	9.6	67.4	6.65	13.7	36.2	14.03	37.9	65.1	4.88	103	0	1.1	7	5.9	14.74	220	0	9.16	15.9	19.3	25.3	0.138	7.29	1635	52.8	98	NA	537	110	302	638	5.4	41	1580	93	14.3	10.71
684	0.260381749118579	0.012595335	0.192595884	0.327666667	1.373666667	1.701333333	28.45	NA	7.55958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.102496366	85	38	0.384642	306	315	141	0	0.824	1.1	26.2	36.3	53	8	13.3	14.47997397	NA	0	0	0	0	15.34	0	0	0	0	0	0	0	777	NA	234	234	0.126	21.4731	115000	0.097012302	NA	2.76	0.25	0.17	0.2	1.76	0	0.14	0.24	3	68.8	0	14.1	36.7	28.26	38.6	64.77	12.57	79.05	0	0.3	5	5.6	12.14	511	10.61	9.4	15.81	20.5	26.8	0.136	5.37	1563	46.2	154	NA	419	112	379	621	4.8	58	1510	146	4.4	10.66
674	0.173983892334205	0.013973682	0.156039277	0.268333333	1.451333333	1.719666667	23.57	NA	4.15548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.10654464	52	27	0.0785015	128	183	148	252	0.321	2.8	28.9	40.1	81	14	14.4	9.061764184	NA	5.64	0	0	0	264	0	53.55	9.22	13.71	0	5.76	0	837	NA	230	938	0.119	19.7288	38000	0.114000849	NA	2.687	0.21	0.187	0.17	1.77	0	0.1	0.25	6.4	65.5	0	14.5	35.9	74.28	40.4	57.74	4.88	287	0	0.6	5.6	5.7	14.14	500	31.02	9.92	15.88	19.8	27.8	1.36	6.33	1432	51	89	NA	535	94	235	603	4	39	1351	75	9.8	10.71
660	0.165188777711537	0.02151058	0.121001186	0.235666667	1.712	1.947666667	26.41	62.8670021876943	4.61345	NA	150.324903928866	20.6518244799785	39.7650427998141	824.031093883762	62.9496650296452	0.921049429158876	19.8926359431497	5.02378284227981	10.2012996701619	46.2414220393668	199.443095250945	1.39444174605745	20.835357123583	0.836394150743538	28.0493413290244	0.604777308999174	0.698913978597029	NA	2.812765521	44	30	0.459362	1060	177	140	0	0.379	1.5	26.8	36.9	73	37	12.7	3.989646808	NA	0	12.77	0	223	61.97	0	0	0	0	0	8.28	0	381	NA	154	89.37	0.153	23.3149	43500	0.110867096	NA	2.928	0.26	0.158	0.16	2.06	0	0.09	0.2	3.9	67.1	13.76	13.8	34.5	84.21	39.9	56.71	32.35	73.88	0	0.4	6.1	5.6	12.4	397	192	9.24	15.97	18.6	26.8	0.17	0	1713	50	90	NA	343	76	225	715	5.2	37	1640	53	5.8	10.68
659	0.231681193843487	0.010384831	0.180561868	0.308333333	1.399333333	1.707666667	23.72	4.59658507726632	5.65547	0.687437124460618	162.626538391044	26.7578491686112	32.3362624689821	826.013328218344	NA	1.17832332114153	12.0935467195613	3.06913803045029	8.68443817902102	33.7380947481175	313.70597983172	1.84162748657234	26.754232461057	1.27380440057105	37.7461300596247	0.883199984723027	NA	NA	4.472832877	42	32	0.143396	179	210	174	24.09	0.352	3	24.6	34.3	54	10	12.2	6.037981423	NA	0	0	0	0	61.97	58.25	19.7	0	0	0	7.18	0	486	NA	204	591	0.099	18.7551	280000	0.10796796	NA	2.561	0.21	0.151	0.19	1.75	0	0.12	0.14	8.3	68.3	6.65	13.3	35.7	112	37.4	91.17	0	130	0	0.9	7.1	5.7	13.08	340	10.61	9.19	15.93	20.8	26.6	0.119	7.29	1659	52.4	77	NA	314	106	238	677	5.4	27	1605	67	12.2	10.68
651	0.196419174015742	0.018193174	0.154580774	0.226	1.236	1.462	26.32	14.9009327267727	5.48662	NA	104.184401081975	12.4083653523278	31.3714193291719	671.486237151675	NA	0.992721203118327	12.5331051893689	3.42189959216245	8.11393658752931	40.8945262632743	307.171199026925	1.34550105475004	23.7129130841727	0.868631052728536	29.1936696741636	0.857586379657194	0.535341800634491	NA	3.626104345	109	42	0.282823	979	329	123	0	0.4	2.2	32	34.6	34	28	12.7	6.773472165	NA	0	0	0	0	49.89	0	61.31	0	5.88	0	12.9	0	348	NA	253	2818	0.136	22.4466	188500	0.087727964	NA	2.309	0.22	0.169	0.14	1.52	0	0.1	0.16	4.2	59.9	13.76	14.7	36.8	221	39.9	90.74	103	79.05	0	0.6	8.1	6.1	12.88	225	23.02	8.68	15.9	19	26.9	0.169	8.23	1560	43.4	140	NA	457	112	322	604	5.2	46	1526	112	7	10.68
649	0.138173345564062	0.011903123	0.166967159	0.217666667	1.086	1.303666667	24.99	8.89050739446858	3.42532	NA	102.347095304801	NA	29.5976754399798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.903143183	89	49	0.33757	445	264	159	0	0.21	1.3	23.4	34.6	36	17	12.3	3.717209963	NA	0	0	0	0	15.34	0	0	0	7.73	0	5.76	0	238	NA	223	783	0.133	21.3647	154750	0.085434174	NA	2.135	0.19	0.145	0.17	1.35	0	0.1	0.18	4.2	71.7	0	14.3	35.7	103	40	92.6	49.38	68.54	0	0.3	4.9	6.1	15.28	377	18.21	8.64	15.87	18.4	26.5	0.158	9.17	994	43.8	99	NA	228	124	300	400	5.2	36	958	82	5.8	10.71
638	0.315386661654693	0.015968097	0.155900653	0.264666667	1.433	1.697666667	29.53	2.40138171977575	9.61519	0.86590951808978	178.850107871092	42.7465829655781	29.0450403946847	831.047181518588	66.40470999251	NA	16.9192037643967	4.35432826223433	NA	41.1180958433299	334.693663406338	1.82663004206544	28.3234295938795	1.41108030744867	43.2983559575692	1.07465014150893	NA	NA	1.79998643	78	36	0.513662	286	272	192	0	0.97	0.7	33.5	33.4	26	17	12.2	39.32840324	NA	0	0	0	0	0	0	0	4.99	0	0	0	0	2444	NA	246	1024	0.119	20.8718	74250	0.090179478	NA	2.663	0.25	0.203	0.16	1.74	0	0.1	0.21	1.3	58.9	0	14	36.7	84.21	38.1	80.16	54.63	124	0	0.2	7.6	6.1	14.88	276	23.02	8.77	15.94	20.5	26.8	0.149	8.23	1050	52.4	204	NA	449	152	338	396	5	65	1024	187	2.2	10.75
637	0.313604753482066	0.015543127	0.199117141	0.27	1.086	1.356	26.99	2.79245508202413	9.18776	NA	121.82147502139	22.2436535589846	26.0363502487653	703.083245212213	53.3572426385413	0.921831023069001	10.1043002341996	2.70528015634713	NA	24.3711764800334	276.671883207593	1.23794881558333	19.7555699811677	0.916096459939489	33.1966691363519	0.875237697641718	NA	NA	1.147449094	102	53	0.23504	777	307	144	0	0.719	2.7	32.1	35.4	37	12	13.1	68.96284683	NA	0	0	0	18.6	26.4	0	153	0	5.88	0	8.66	0	3797	NA	304	3651	0.126	20.1095	101750	0.100296406	NA	2.707	0.19	0.147	0.13	1.4	0	0.7	0.14	5.2	60.9	33.46	14.3	37.1	389	38.7	89.45	59.71	63.01	93.31	0.7	7	6.3	11.84	351	54.27	9.13	16.01	19	25.6	0.139	8.23	993	40	113	NA	285	160	212	361	4.8	34	956	101	8.6	10.73
